                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.0231,                0.63857,                0.87422,                0.88914,                0.77304,                0.85993,                0.59506,                  1.009,                0.59477,                0.87957,             0.00049486,             0.00049486,             0.00049486
                     19,                 1.0094,                 0.6175,                 0.8765,                0.89544,                0.76347,                0.85686,                0.59388,                 1.0067,                0.58123,                0.87693,             0.00048904,             0.00048904,             0.00048904
                     20,                 1.0141,                0.61748,                0.86775,                 0.8777,                0.78906,                0.86309,                0.59965,                0.99134,                0.58228,                0.87436,             0.00048322,             0.00048322,             0.00048322
                     21,                0.99914,                0.61285,                0.86936,                0.89232,                0.76389,                0.85896,                0.60048,                0.98353,                0.58135,                0.87342,              0.0004774,              0.0004774,              0.0004774
                     22,                0.99901,                0.60964,                0.87205,                0.88429,                0.78229,                0.86243,                0.60057,                0.99532,                0.57365,                0.87483,             0.00047158,             0.00047158,             0.00047158
                     23,                 1.0038,                0.61204,                0.87081,                0.89936,                 0.7713,                0.86284,                0.59872,                 1.0001,                0.57442,                0.87613,             0.00046575,             0.00046575,             0.00046575
                     24,                 1.0021,                0.60674,                0.87189,                0.87959,                0.78534,                0.86146,                0.59417,                 1.0033,                0.58648,                0.87515,             0.00045993,             0.00045993,             0.00045993
                     25,                0.99629,                 0.6053,                0.86749,                0.89311,                0.77252,                0.86064,                0.59805,                0.99106,                0.58318,                0.87614,             0.00045411,             0.00045411,             0.00045411
                     26,                0.98135,                0.59387,                0.86563,                0.90696,                0.77308,                0.86585,                0.60598,                0.98014,                0.56768,                0.87422,             0.00044829,             0.00044829,             0.00044829
                     27,                0.99236,                0.59426,                0.87158,                0.89854,                0.76278,                0.85939,                0.60177,                0.98741,                0.57031,                0.87505,             0.00044247,             0.00044247,             0.00044247
                     28,                0.97986,                0.59457,                0.86762,                0.89821,                0.78058,                0.86774,                0.60412,                0.98198,                 0.5702,                0.87149,             0.00043665,             0.00043665,             0.00043665
                     29,                0.98538,                0.59149,                0.86379,                0.89551,                0.77711,                0.86572,                0.60757,                0.98231,                 0.5688,                0.87189,             0.00043083,             0.00043083,             0.00043083
                     30,                 0.9888,                0.59034,                0.86667,                0.89343,                0.78113,                0.86638,                0.60464,                0.98564,                0.56049,                0.87374,             0.00042501,             0.00042501,             0.00042501
                     31,                0.98405,                0.58874,                0.86688,                0.91423,                0.77985,                0.86762,                0.60991,                0.97266,                0.55762,                0.87168,             0.00041919,             0.00041919,             0.00041919
                     32,                0.97068,                0.57983,                0.86453,                0.88893,                0.78892,                0.86749,                0.60712,                0.98302,                0.56867,                0.87245,             0.00041336,             0.00041336,             0.00041336
                     33,                0.98015,                0.59143,                0.86609,                0.89039,                  0.788,                0.86534,                0.60546,                0.98173,                0.56778,                0.87291,             0.00040754,             0.00040754,             0.00040754
                     34,                0.97282,                0.58798,                0.86901,                0.90199,                0.78048,                0.86887,                0.60969,                0.96963,                0.56371,                0.87039,             0.00040172,             0.00040172,             0.00040172
                     35,                 0.9632,                0.57479,                0.86379,                0.88826,                0.77371,                0.86712,                0.60338,                0.98576,                0.57194,                0.87315,              0.0003959,              0.0003959,              0.0003959
                     36,                0.96628,                 0.5878,                0.86444,                0.89154,                0.78653,                 0.8679,                 0.6084,                  0.971,                0.56124,                0.87099,             0.00039008,             0.00039008,             0.00039008
                     37,                0.96502,                 0.5775,                0.86152,                0.89472,                0.79206,                0.87279,                0.61215,                0.98057,                0.55721,                0.87108,             0.00038426,             0.00038426,             0.00038426
                     38,                0.95336,                0.57386,                0.86443,                0.90111,                0.78954,                 0.8735,                0.60371,                0.98362,                0.55262,                0.87101,             0.00037844,             0.00037844,             0.00037844
                     39,                0.97698,                0.58373,                0.86914,                0.89433,                0.79323,                0.87183,                0.60137,                0.99241,                0.56102,                0.87501,             0.00037262,             0.00037262,             0.00037262
                     40,                0.95087,                0.56044,                0.86013,                0.89514,                0.78616,                0.87058,                0.61251,                0.97125,                0.55319,                0.87005,             0.00036679,             0.00036679,             0.00036679
                     41,                 0.9581,                 0.5739,                0.86171,                0.89733,                0.79417,                0.87437,                0.61173,                0.98715,                0.54896,                0.87157,             0.00036097,             0.00036097,             0.00036097
                     42,                0.96969,                0.58127,                0.86632,                0.90076,                0.79475,                0.87475,                0.60669,                0.98436,                0.55666,                  0.873,             0.00035515,             0.00035515,             0.00035515
                     43,                0.94856,                0.56652,                0.85894,                0.90362,                0.79769,                0.87604,                0.61446,                0.97239,                0.54665,                0.87242,             0.00034933,             0.00034933,             0.00034933
                     44,                0.95273,                 0.5656,                0.86129,                0.90544,                0.80077,                0.87684,                0.61286,                0.97734,                0.54527,                0.87302,             0.00034351,             0.00034351,             0.00034351
                     45,                0.94616,                0.56251,                0.86312,                0.90636,                0.79479,                0.87643,                0.61314,                0.98402,                0.54567,                0.87412,             0.00033769,             0.00033769,             0.00033769
                     46,                0.95401,                0.56925,                0.86254,                0.91234,                0.79998,                0.87713,                0.61625,                0.97229,                0.54642,                0.86929,             0.00033187,             0.00033187,             0.00033187
                     47,                0.94657,                0.55828,                0.86533,                0.90561,                0.79832,                0.87803,                0.61703,                 0.9686,                0.53895,                0.86927,             0.00032605,             0.00032605,             0.00032605
                     48,                0.93022,                0.54282,                0.85939,                0.89287,                0.80658,                0.87991,                0.61457,                0.98011,                0.54254,                0.87359,             0.00032022,             0.00032022,             0.00032022
                     49,                0.94786,                0.55984,                0.86001,                0.91129,                0.79838,                0.87986,                0.62051,                0.96727,                0.53587,                0.86935,              0.0003144,              0.0003144,              0.0003144
                     50,                0.94368,                0.55231,                0.86006,                0.91599,                0.78909,                0.87899,                0.61685,                0.96821,                0.54243,                0.87023,             0.00030858,             0.00030858,             0.00030858
                     51,                0.94435,                0.55935,                0.86102,                0.90735,                0.80384,                0.88246,                0.61861,                0.96862,                0.53883,                0.87107,             0.00030276,             0.00030276,             0.00030276
                     52,                0.93127,                0.55052,                  0.861,                0.91078,                0.80151,                0.88191,                0.62187,                0.96361,                0.53015,                0.86912,             0.00029694,             0.00029694,             0.00029694
                     53,                0.94591,                 0.5561,                0.86147,                0.90738,                0.79911,                0.87979,                0.62047,                0.96336,                0.53638,                0.86947,             0.00029112,             0.00029112,             0.00029112
                     54,                0.93471,                 0.5495,                0.85889,                0.90462,                0.80919,                0.88151,                0.62129,                0.96335,                0.52705,                0.86832,              0.0002853,              0.0002853,              0.0002853
                     55,                0.94056,                0.55036,                 0.8557,                0.92046,                0.79411,                0.88315,                 0.6168,                0.97711,                 0.5289,                0.86951,             0.00027948,             0.00027948,             0.00027948
                     56,                0.94631,                 0.5539,                0.86128,                0.90663,                0.79796,                0.88161,                0.62309,                0.95993,                0.53283,                0.86774,             0.00027366,             0.00027366,             0.00027366
                     57,                0.92931,                0.53979,                 0.8587,                0.90162,                0.80877,                0.88246,                0.62545,                0.96512,                 0.5275,                 0.8682,             0.00026783,             0.00026783,             0.00026783
                     58,                0.92687,                0.54287,                0.85689,                0.91172,                0.80662,                0.88456,                0.62333,                0.96449,                0.52888,                0.86866,             0.00026201,             0.00026201,             0.00026201
                     59,                0.93434,                0.54645,                0.85902,                0.90959,                0.79582,                0.88185,                0.62445,                0.95195,                0.52359,                0.86565,             0.00025619,             0.00025619,             0.00025619
                     60,                0.92458,                0.53956,                0.86001,                0.91051,                0.80347,                0.88623,                0.62255,                0.96788,                0.52641,                0.86845,             0.00025037,             0.00025037,             0.00025037
                     61,                0.92053,                0.53992,                0.85553,                0.89571,                0.81247,                0.88238,                0.62283,                0.95988,                0.52846,                0.86781,             0.00024455,             0.00024455,             0.00024455
                     62,                0.92901,                0.54122,                0.85952,                0.90349,                0.81189,                0.88542,                 0.6201,                0.96545,                0.52934,                0.86881,             0.00023873,             0.00023873,             0.00023873
                     63,                0.90481,                 0.5283,                0.85679,                0.91669,                0.80183,                 0.8849,                 0.6213,                 0.9585,                0.52391,                0.86926,             0.00023291,             0.00023291,             0.00023291
                     64,                0.90829,                0.52901,                0.85654,                0.90728,                0.81223,                0.88526,                0.62098,                 0.9642,                0.52399,                0.86919,             0.00022709,             0.00022709,             0.00022709
                     65,                0.92248,                0.53352,                 0.8525,                  0.907,                0.81196,                0.88687,                 0.6255,                 0.9644,                0.52218,                0.86947,             0.00022126,             0.00022126,             0.00022126
                     66,                0.90766,                0.52453,                0.85572,                0.90288,                0.81625,                0.88708,                  0.626,                0.95688,                0.52229,                0.86813,             0.00021544,             0.00021544,             0.00021544
                     67,                0.89996,                0.52599,                0.85703,                0.92005,                0.80967,                  0.887,                0.62641,                 0.9556,                0.51852,                0.86827,             0.00020962,             0.00020962,             0.00020962
                     68,                0.91742,                0.53137,                0.85243,                0.90493,                0.81763,                0.88691,                0.62785,                0.95302,                0.52369,                0.86774,              0.0002038,              0.0002038,              0.0002038
                     69,                0.90839,                 0.5297,                0.85073,                0.91707,                0.80412,                0.88569,                0.62561,                0.95987,                0.52206,                0.86915,             0.00019798,             0.00019798,             0.00019798
                     70,                0.90365,                0.52842,                0.85106,                0.90896,                0.81014,                0.88505,                 0.6243,                0.95817,                0.52124,                0.86882,             0.00019216,             0.00019216,             0.00019216
                     71,                  0.917,                0.52861,                0.85078,                0.91097,                0.81737,                0.88747,                0.62615,                0.95583,                0.52014,                0.86864,             0.00018634,             0.00018634,             0.00018634
                     72,                0.89973,                0.52318,                0.85357,                0.91816,                0.81436,                 0.8876,                0.62984,                0.95064,                0.51367,                0.86707,             0.00018052,             0.00018052,             0.00018052
                     73,                0.88847,                0.51628,                0.84757,                0.90487,                0.81686,                0.88667,                0.62966,                0.94864,                0.51278,                 0.8665,             0.00017469,             0.00017469,             0.00017469
                     74,                0.88279,                0.51033,                0.84766,                0.90663,                0.81781,                0.88613,                0.62638,                0.95261,                0.51608,                 0.8663,             0.00016887,             0.00016887,             0.00016887
                     75,                0.87838,                0.51538,                0.85384,                0.91282,                0.81628,                0.88964,                0.63191,                0.94766,                0.51287,                0.86583,             0.00016305,             0.00016305,             0.00016305
                     76,                0.88857,                0.52051,                0.85048,                0.90481,                0.82007,                0.88735,                 0.6276,                0.95366,                 0.5153,                 0.8668,             0.00015723,             0.00015723,             0.00015723
                     77,                0.89119,                0.51507,                0.85089,                0.92664,                0.80379,                0.88854,                0.63407,                0.94377,                0.50829,                0.86517,             0.00015141,             0.00015141,             0.00015141
                     78,                0.87562,                0.50528,                0.84603,                0.91006,                0.81378,                0.88807,                0.63118,                0.94656,                0.51043,                0.86478,             0.00014559,             0.00014559,             0.00014559
                     79,                0.89665,                0.51765,                0.85069,                0.90943,                0.81762,                0.88921,                0.62996,                  0.952,                0.50966,                 0.8664,             0.00013977,             0.00013977,             0.00013977
                     80,                0.88424,                0.51254,                0.84765,                0.91864,                0.81219,                0.88974,                 0.6285,                0.95771,                0.51036,                 0.8683,             0.00013395,             0.00013395,             0.00013395
                     81,                0.88056,                0.50723,                0.85089,                0.91723,                0.80976,                0.88792,                0.62825,                  0.953,                0.51212,                0.86707,             0.00012813,             0.00012813,             0.00012813
                     82,                 0.8796,                0.51145,                0.84934,                0.91766,                0.80668,                0.88974,                0.62995,                0.95261,                0.50858,                0.86687,              0.0001223,              0.0001223,              0.0001223
                     83,                0.87295,                 0.5012,                0.84462,                0.90835,                0.81823,                0.88861,                0.63097,                0.95362,                0.51122,                0.86734,             0.00011648,             0.00011648,             0.00011648
                     84,                0.88063,                0.50924,                0.84672,                0.91367,                0.81574,                0.88824,                0.63036,                0.94852,                0.50993,                0.86713,             0.00011066,             0.00011066,             0.00011066
                     85,                0.86956,                0.50098,                0.84933,                0.91478,                0.81741,                0.88929,                 0.6328,                0.94549,                0.50734,                0.86548,             0.00010484,             0.00010484,             0.00010484
                     86,                0.86901,                0.50536,                0.84644,                0.92036,                0.81278,                0.88925,                0.63241,                 0.9435,                0.50459,                0.86557,             9.9019e-05,             9.9019e-05,             9.9019e-05
                     87,                0.87096,                0.50057,                0.84915,                0.92136,                0.81452,                0.89086,                0.63445,                0.94193,                0.50201,                0.86631,             9.3198e-05,             9.3198e-05,             9.3198e-05
                     88,                0.87358,                0.50163,                0.84715,                 0.9122,                0.81966,                0.89064,                0.63253,                0.94316,                0.50203,                0.86554,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     89,                0.87502,                0.50628,                0.84782,                0.92875,                 0.8103,                0.89131,                0.63425,                0.94568,                0.50256,                0.86651,             8.1556e-05,             8.1556e-05,             8.1556e-05
                     90,                0.87678,                0.50152,                 0.8498,                0.91606,                0.82118,                0.89107,                0.63589,                  0.944,                0.50044,                0.86585,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     91,                0.85368,                0.45959,                0.84082,                0.90549,                0.82121,                0.88853,                0.62723,                0.95189,                 0.5073,                0.86795,             6.9913e-05,             6.9913e-05,             6.9913e-05
                     92,                0.84779,                0.45618,                0.84001,                0.91484,                0.81529,                 0.8889,                0.62983,                0.94784,                0.50508,                0.86638,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     93,                 0.8457,                0.46002,                0.83955,                0.90091,                0.82594,                0.88893,                0.63203,                0.94594,                0.50397,                0.86688,             5.8271e-05,             5.8271e-05,             5.8271e-05
                     94,                0.84896,                0.45842,                0.84405,                0.90877,                0.82199,                 0.8899,                0.63243,                0.94276,                0.50071,                0.86662,              5.245e-05,              5.245e-05,              5.245e-05
                     95,                0.84208,                0.45705,                0.84072,                0.90946,                 0.8236,                0.89019,                0.63218,                0.94258,                0.50021,                0.86597,             4.6628e-05,             4.6628e-05,             4.6628e-05
                     96,                0.84412,                0.45884,                0.83625,                0.91814,                0.81654,                0.89078,                0.63286,                0.94235,                0.50163,                0.86614,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     97,                 0.8372,                0.45435,                0.83614,                0.91576,                0.81713,                0.89003,                0.63194,                 0.9424,                0.50054,                0.86545,             3.4986e-05,             3.4986e-05,             3.4986e-05
                     98,                0.84271,                0.45441,                0.83978,                0.91078,                0.82086,                 0.8907,                0.63322,                0.94052,                0.49924,                0.86543,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     99,                0.82899,                0.44758,                0.83799,                 0.9081,                 0.8255,                0.89046,                0.63541,                0.93836,                0.49833,                0.86461,             2.3344e-05,             2.3344e-05,             2.3344e-05
                    100,                0.83523,                0.45186,                0.84209,                0.90913,                0.82364,                0.89032,                0.63427,                0.94088,                0.49918,                0.86543,             1.7522e-05,             1.7522e-05,             1.7522e-05
