                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.77254,                0.43526,                0.93946,                0.95025,                0.86268,                 0.9466,                0.77536,                0.80151,                0.56315,                0.95307,              0.0012872,              0.0012872,              0.0012872
                    147,                0.74391,                0.42286,                0.92443,                0.95976,                0.83987,                0.93089,                0.76122,                0.79538,                0.57992,                0.95578,              0.0012822,              0.0012822,              0.0012822
                    148,                0.77819,                0.43632,                0.94684,                0.91854,                0.86972,                0.93441,                0.76414,                 0.7967,                 0.5859,                0.95393,              0.0012773,              0.0012773,              0.0012773
                    149,                0.75715,                0.43713,                0.92459,                0.97688,                0.83451,                0.92641,                0.76222,                0.80782,                0.59142,                0.96368,              0.0012724,              0.0012724,              0.0012724
                    150,                0.73798,                0.42129,                0.91502,                0.95412,                0.84859,                0.92922,                0.76088,                0.81258,                0.60254,                 0.9495,              0.0012674,              0.0012674,              0.0012674
                    151,                0.74014,                0.41922,                 0.9265,                0.94299,                0.87367,                 0.9406,                0.76578,                  0.822,                0.56316,                0.96361,              0.0012624,              0.0012624,              0.0012624
                    152,                0.73785,                 0.4248,                0.93201,                0.95149,                 0.8838,                0.94095,                0.77346,                0.80875,                0.53608,                0.95724,              0.0012575,              0.0012575,              0.0012575
                    153,                0.74517,                0.42204,                0.92698,                0.95464,                0.88925,                0.94735,                0.77631,                 0.8399,                0.55269,                0.97594,              0.0012526,              0.0012526,              0.0012526
                    154,                0.76239,                0.42066,                0.92967,                0.95359,                0.86814,                0.94954,                0.76656,                0.83093,                 0.5681,                0.98821,              0.0012476,              0.0012476,              0.0012476
                    155,                0.75453,                0.42621,                0.92751,                0.91349,                0.89437,                0.94064,                0.77092,                0.82266,                0.55447,                0.98143,              0.0012426,              0.0012426,              0.0012426
                    156,                0.71738,                0.40898,                0.91249,                0.92315,                0.88819,                0.94436,                0.77413,                0.83261,                0.56322,                0.97306,              0.0012377,              0.0012377,              0.0012377
                    157,                0.74073,                0.42643,                0.92934,                0.96035,                0.85279,                0.93666,                 0.7658,                0.80473,                0.57449,                0.96583,              0.0012328,              0.0012328,              0.0012328
                    158,                0.73697,                0.41471,                0.91627,                0.95432,                0.87324,                 0.9429,                0.77291,                0.81984,                0.57924,                0.96069,              0.0012278,              0.0012278,              0.0012278
                    159,                0.74039,                0.41211,                0.92082,                0.93969,                0.87785,                0.94614,                0.78101,                 0.8013,                0.51454,                0.95484,              0.0012228,              0.0012228,              0.0012228
                    160,                0.77571,                0.43214,                0.93552,                0.94607,                0.86268,                0.94307,                0.76941,                0.81684,                0.54386,                0.95677,              0.0012179,              0.0012179,              0.0012179
                    161,                0.73359,                0.41067,                0.91499,                0.94876,                0.84752,                0.93759,                0.76771,                0.79362,                0.55365,                0.95546,              0.0012129,              0.0012129,              0.0012129
                    162,                0.73988,                0.41459,                0.92194,                0.92924,                0.87851,                0.94005,                0.76503,                0.81329,                0.56193,                0.96725,               0.001208,               0.001208,               0.001208
                    163,                0.72425,                0.40664,                0.91116,                0.96212,                0.86268,                 0.9404,                0.76737,                0.83839,                0.56347,                0.97896,               0.001203,               0.001203,               0.001203
                    164,                0.73393,                0.41523,                 0.9177,                0.93996,                 0.8662,                0.94759,                0.76003,                0.84131,                0.55284,                0.97549,              0.0011981,              0.0011981,              0.0011981
                    165,                0.71297,                0.40977,                0.91214,                0.97196,                0.85915,                0.93166,                0.77067,                0.79637,                0.57138,                0.95989,              0.0011932,              0.0011932,              0.0011932
                    166,                0.73547,                0.41856,                0.92015,                0.98366,                0.84768,                0.92672,                0.76533,                0.80845,                0.57085,                0.95984,              0.0011882,              0.0011882,              0.0011882
                    167,                 0.7489,                0.42141,                0.91972,                0.95563,                0.86268,                0.93289,                 0.7646,                0.80389,                0.56871,                0.95537,              0.0011833,              0.0011833,              0.0011833
                    168,                0.72769,                0.41848,                0.91218,                 0.9837,                   0.85,                0.93936,                0.76411,                0.82148,                0.58565,                0.96012,              0.0011783,              0.0011783,              0.0011783
                    169,                0.72443,                0.40287,                0.91699,                0.96872,                 0.8838,                0.95007,                0.77416,                0.80353,                0.50499,                0.95074,              0.0011734,              0.0011734,              0.0011734
                    170,                0.72721,                0.40517,                0.91307,                0.97617,                0.86548,                0.94923,                0.77229,                0.79267,                0.51818,                0.95387,              0.0011684,              0.0011684,              0.0011684
                    171,                0.72069,                 0.3987,                 0.9145,                0.95817,                0.85915,                0.94719,                0.78116,                0.79721,                0.54728,                0.96066,              0.0011635,              0.0011635,              0.0011635
                    172,                0.72246,                0.40096,                0.91429,                0.95371,                0.87676,                0.94524,                0.78222,                0.80248,                0.53865,                0.95554,              0.0011585,              0.0011585,              0.0011585
                    173,                0.75688,                0.42017,                0.91534,                0.97656,                 0.8662,                0.94736,                0.77435,                0.83004,                0.51814,                0.97036,              0.0011536,              0.0011536,              0.0011536
                    174,                 0.7122,                0.40267,                0.91275,                0.94745,                0.88028,                0.94181,                0.76343,                0.80696,                0.53921,                0.95658,              0.0011486,              0.0011486,              0.0011486
                    175,                0.71948,                0.39939,                0.91227,                0.97224,                0.86318,                0.93339,                0.77101,                0.81552,                0.57394,                0.96179,              0.0011437,              0.0011437,              0.0011437
                    176,                  0.713,                 0.3972,                0.91317,                0.94556,                0.88028,                0.94599,                0.77736,                0.81243,                0.53642,                 0.9774,              0.0011387,              0.0011387,              0.0011387
                    177,                  0.735,                0.40466,                0.92512,                0.93186,                0.87676,                0.94009,                 0.7713,                0.82695,                0.54951,                0.98044,              0.0011337,              0.0011337,              0.0011337
                    178,                0.71249,                0.40344,                0.91512,                0.97944,                0.85211,                0.93452,                0.76626,                0.82452,                0.53786,                 0.9768,              0.0011288,              0.0011288,              0.0011288
                    179,                0.71475,                0.40966,                0.91338,                0.98941,                0.83099,                0.93532,                0.77141,                0.82925,                 0.5556,                0.98504,              0.0011239,              0.0011239,              0.0011239
                    180,                0.70825,                0.39287,                0.90642,                0.97937,                0.83572,                0.93679,                0.76774,                0.84465,                0.58374,                  1.002,              0.0011189,              0.0011189,              0.0011189
                    181,                0.71811,                0.40497,                0.91248,                0.97782,                0.85211,                0.94452,                0.77522,                0.79975,                0.54445,                0.96456,               0.001114,               0.001114,               0.001114
                    182,                0.72589,                0.40666,                0.92213,                0.96371,                0.84507,                0.93844,                0.77086,                 0.8508,                0.58402,                0.97191,               0.001109,               0.001109,               0.001109
                    183,                0.71622,                0.39962,                0.91045,                 0.9718,                0.84155,                0.94122,                0.77424,                0.80456,                 0.5249,                0.97629,              0.0011041,              0.0011041,              0.0011041
                    184,                0.72618,                 0.4031,                0.91378,                0.92958,                0.88308,                0.93832,                0.77443,                0.81641,                0.54722,                0.97548,              0.0010991,              0.0010991,              0.0010991
                    185,                0.72863,                0.39253,                0.91404,                0.95011,                0.87183,                0.94652,                0.77312,                0.81815,                0.52936,                0.96847,              0.0010941,              0.0010941,              0.0010941
                    186,                0.70337,                0.38837,                0.90521,                0.95606,                0.88028,                0.94706,                0.78417,                 0.7933,                 0.5428,                0.96514,              0.0010892,              0.0010892,              0.0010892
                    187,                0.71438,                0.40499,                0.91691,                0.93721,                 0.8934,                0.94435,                0.77052,                0.81572,                0.50891,                0.98065,              0.0010842,              0.0010842,              0.0010842
                    188,                0.68266,                0.38564,                 0.9007,                0.95938,                0.86268,                0.94046,                0.76986,                0.82101,                0.54376,                0.97916,              0.0010793,              0.0010793,              0.0010793
                    189,                 0.7046,                0.40053,                0.90873,                0.95902,                0.87676,                0.94727,                0.78087,                0.81778,                0.52202,                0.97953,              0.0010743,              0.0010743,              0.0010743
                    190,                0.71266,                0.40154,                 0.9107,                0.97974,                0.85563,                0.94566,                0.77839,                0.80226,                0.50534,                0.96921,              0.0010694,              0.0010694,              0.0010694
                    191,                0.71201,                 0.4003,                 0.9106,                 0.9838,                0.85517,                0.93892,                0.77354,                0.80904,                0.52969,                0.97594,              0.0010645,              0.0010645,              0.0010645
                    192,                0.69912,                0.39584,                 0.9139,                0.94133,                0.90388,                0.95084,                0.77786,                 0.8064,                0.50076,                0.98545,              0.0010595,              0.0010595,              0.0010595
                    193,                0.71217,                0.40228,                0.91301,                0.94289,                0.87324,                0.94522,                 0.7702,                 0.8311,                0.53504,                0.98515,              0.0010545,              0.0010545,              0.0010545
                    194,                0.70992,                 0.3952,                0.91346,                0.96501,                0.85915,                0.93292,                0.77666,                0.84423,                0.56135,                0.98257,              0.0010496,              0.0010496,              0.0010496
                    195,                0.70204,                0.39646,                0.91198,                 0.9718,                0.84953,                0.94165,                0.78612,                 0.8105,                0.58411,                0.97781,              0.0010447,              0.0010447,              0.0010447
                    196,                0.69575,                0.38993,                0.90987,                0.94436,                0.88732,                0.94686,                0.78242,                0.79464,                0.52343,                0.97054,              0.0010397,              0.0010397,              0.0010397
                    197,                0.71426,                0.39205,                0.90856,                0.93716,                0.89278,                 0.9451,                0.78121,                0.79381,                0.53148,                0.96034,              0.0010347,              0.0010347,              0.0010347
                    198,                0.70031,                0.39363,                0.91121,                0.97968,                0.84864,                0.93867,                0.77824,                0.82042,                0.54452,                0.96929,              0.0010298,              0.0010298,              0.0010298
                    199,                0.69741,                0.38085,                0.90193,                0.95105,                0.88938,                 0.9462,                0.78564,                 0.7947,                0.50286,                0.97025,              0.0010249,              0.0010249,              0.0010249
                    200,                0.68846,                0.38969,                0.90775,                0.93725,                0.89402,                0.94748,                0.77931,                0.79332,                0.50489,                0.95601,              0.0010199,              0.0010199,              0.0010199
                    201,                0.70216,                0.38319,                0.90652,                0.95426,                0.88145,                0.94129,                0.77303,                0.82979,                0.53323,                0.97837,              0.0010149,              0.0010149,              0.0010149
                    202,                0.71325,                0.39515,                0.91816,                0.98378,                0.85416,                0.93989,                 0.7837,                  0.785,                0.51836,                0.94855,                0.00101,                0.00101,                0.00101
                    203,                0.70551,                0.39396,                0.91922,                 0.9676,                0.86268,                 0.9455,                0.78049,                0.77757,                0.51765,                0.94335,               0.001005,               0.001005,               0.001005
                    204,                0.70657,                0.39179,                0.90579,                 0.9445,                0.89877,                0.94726,                0.77247,                0.78993,                0.51342,                0.95751,              0.0010001,              0.0010001,              0.0010001
                    205,                0.70617,                0.38939,                0.90854,                 0.9748,                0.85915,                0.94169,                0.77769,                0.78617,                0.51983,                0.94612,             0.00099515,             0.00099515,             0.00099515
                    206,                 0.7048,                0.39042,                0.90931,                0.97007,                0.85211,                0.93829,                0.77424,                0.79351,                0.53637,                0.95466,              0.0009902,              0.0009902,              0.0009902
                    207,                0.67849,                0.37975,                0.90173,                0.95478,                0.89085,                0.93749,                0.77364,                  0.814,                0.53105,                0.96025,             0.00098525,             0.00098525,             0.00098525
                    208,                0.69257,                0.39902,                0.90041,                0.94741,                0.88028,                0.93266,                0.76173,                0.84609,                0.52207,                0.98172,              0.0009803,              0.0009803,              0.0009803
                    209,                0.69222,                0.38605,                0.90336,                0.96813,                0.85575,                0.93214,                0.77003,                0.80809,                0.52656,                0.96543,             0.00097535,             0.00097535,             0.00097535
                    210,                0.69597,                0.38942,                 0.9071,                0.96506,                0.87528,                0.95029,                0.78589,                0.76967,                0.49389,                0.94403,              0.0009704,              0.0009704,              0.0009704
                    211,                0.70415,                0.39143,                0.90972,                0.90607,                0.91711,                0.95257,                0.77826,                 0.7908,                0.50392,                0.96191,             0.00096545,             0.00096545,             0.00096545
                    212,                0.69012,                 0.3835,                0.90338,                0.92001,                0.89097,                0.94984,                0.78123,                0.79962,                0.50649,                0.96143,              0.0009605,              0.0009605,              0.0009605
                    213,                0.67756,                0.38276,                0.90344,                0.95162,                0.87676,                0.95079,                0.77611,                0.77988,                0.51401,                0.95025,             0.00095555,             0.00095555,             0.00095555
                    214,                0.69248,                0.39036,                0.91011,                0.94523,                0.89437,                0.95089,                0.77957,                0.80487,                0.48307,                0.96597,              0.0009506,              0.0009506,              0.0009506
                    215,                0.67251,                0.38056,                0.90049,                0.94263,                0.89085,                0.94868,                0.78138,                0.79834,                0.49421,                0.96973,             0.00094565,             0.00094565,             0.00094565
                    216,                0.68021,                0.38017,                0.90222,                0.93691,                0.88892,                0.94706,                0.78135,                0.80334,                0.50208,                0.96051,              0.0009407,              0.0009407,              0.0009407
                    217,                0.68421,                0.38394,                0.89868,                0.94946,                0.85987,                0.93584,                0.77983,                0.80811,                0.53521,                0.96501,             0.00093575,             0.00093575,             0.00093575
                    218,                0.68163,                0.37852,                 0.8931,                 0.9872,                0.84155,                0.94143,                0.77551,                0.79951,                0.52714,                0.96669,              0.0009308,              0.0009308,              0.0009308
                    219,                0.68327,                0.37597,                 0.9073,                0.93297,                0.89085,                0.95125,                0.77567,                0.81188,                0.50226,                0.97878,             0.00092585,             0.00092585,             0.00092585
                    220,                0.69699,                0.38118,                0.91272,                0.92917,                0.87676,                0.94847,                0.78221,                0.80849,                0.50977,                0.97824,              0.0009209,              0.0009209,              0.0009209
                    221,                0.66967,                 0.3671,                0.90126,                0.93468,                0.90493,                0.95412,                0.78234,                0.82788,                0.51242,                0.98742,             0.00091595,             0.00091595,             0.00091595
                    222,                0.67687,                0.37734,                0.89952,                 0.9653,                0.88161,                0.95245,                0.79498,                0.78677,                0.51331,                0.96262,               0.000911,               0.000911,               0.000911
                    223,                0.68589,                0.39248,                0.90307,                0.98391,                 0.8662,                0.94488,                0.79077,                0.76487,                0.48375,                0.95704,             0.00090605,             0.00090605,             0.00090605
                    224,                0.66929,                0.38125,                0.89539,                0.97973,                0.85116,                0.94578,                 0.7902,                0.77637,                0.50886,                0.97426,              0.0009011,              0.0009011,              0.0009011
                    225,                 0.6893,                0.38501,                0.90321,                0.96148,                0.87899,                0.94705,                0.78368,                 0.8181,                0.50796,                0.97951,             0.00089615,             0.00089615,             0.00089615
                    226,                0.66654,                0.37501,                0.89476,                0.96875,                 0.8838,                0.93997,                0.77768,                0.79398,                0.52912,                0.95799,              0.0008912,              0.0008912,              0.0008912
                    227,                 0.6854,                0.36736,                0.90283,                 0.9651,                0.85915,                0.93803,                0.77413,                0.79959,                0.55004,                0.95727,             0.00088625,             0.00088625,             0.00088625
                    228,                0.67124,                 0.3752,                0.89687,                0.97622,                0.86731,                0.94632,                0.78762,                0.79684,                0.52014,                0.96189,              0.0008813,              0.0008813,              0.0008813
                    229,                0.67099,                0.36792,                0.90673,                0.96361,                0.86972,                0.94202,                0.78314,                0.76906,                0.51113,                0.94494,             0.00087635,             0.00087635,             0.00087635
                    230,                0.67918,                0.37326,                0.89627,                 0.9768,                0.84507,                0.94124,                0.79194,                 0.7732,                0.50825,                0.95709,              0.0008714,              0.0008714,              0.0008714
                    231,                0.67054,                0.36929,                 0.9064,                0.95596,                0.86972,                 0.9359,                0.77747,                0.79047,                0.54521,                0.95896,             0.00086645,             0.00086645,             0.00086645
                    232,                0.66338,                0.36748,                0.89573,                0.94297,                0.87676,                0.93794,                0.78016,                0.79727,                0.53244,                0.95568,              0.0008615,              0.0008615,              0.0008615
                    233,                0.67661,                 0.3659,                0.89576,                0.95394,                0.87518,                0.94366,                0.78398,                0.79851,                0.55709,                 0.9612,             0.00085655,             0.00085655,             0.00085655
                    234,                 0.6716,                0.36779,                0.89883,                0.98023,                 0.8662,                0.94474,                0.77692,                0.81393,                0.50782,                0.97894,              0.0008516,              0.0008516,              0.0008516
                    235,                0.66188,                0.36346,                0.89739,                  0.952,                0.88732,                0.94347,                0.77587,                0.81015,                0.52872,                 0.9636,             0.00084665,             0.00084665,             0.00084665
                    236,                0.66667,                0.36824,                0.90044,                0.97558,                0.85915,                0.94422,                 0.7683,                 0.8435,                0.51422,                0.98359,              0.0008417,              0.0008417,              0.0008417
                    237,                0.66154,                0.36694,                0.89595,                0.96829,                0.86025,                 0.9458,                0.77641,                0.82417,                0.49539,                0.97019,             0.00083675,             0.00083675,             0.00083675
                    238,                0.67024,                0.37166,                0.89871,                0.96798,                0.85563,                0.93744,                0.77158,                0.80182,                0.52094,                0.96268,              0.0008318,              0.0008318,              0.0008318
                    239,                0.64952,                0.36743,                0.89147,                 0.9688,                0.85915,                0.94126,                0.77629,                0.79373,                0.53307,                0.95919,             0.00082685,             0.00082685,             0.00082685
                    240,                0.67529,                0.37462,                0.89479,                0.98367,                0.84827,                0.93541,                 0.7758,                0.78836,                0.51492,                0.95527,              0.0008219,              0.0008219,              0.0008219
                    241,                0.64981,                0.35999,                  0.894,                0.96352,                 0.8662,                0.93886,                0.77514,                0.78768,                0.53996,                0.95872,             0.00081695,             0.00081695,             0.00081695
                    242,                0.67273,                 0.3682,                 0.9012,                0.95751,                0.87293,                0.94473,                0.78059,                0.79227,                0.51486,                0.95759,               0.000812,               0.000812,               0.000812
                    243,                0.65616,                0.36012,                0.89236,                0.96469,                0.86567,                0.94044,                0.77154,                0.81697,                0.51029,                0.96766,             0.00080705,             0.00080705,             0.00080705
                    244,                0.65796,                0.36743,                0.89526,                 0.9774,                0.85915,                 0.9449,                  0.784,                0.79621,                0.50511,                0.95788,              0.0008021,              0.0008021,              0.0008021
                    245,                0.66689,                0.36377,                0.90351,                0.97587,                0.85448,                0.94567,                0.78093,                0.80559,                0.53451,                0.96858,             0.00079715,             0.00079715,             0.00079715
                    246,                0.66929,                 0.3651,                0.89475,                0.95774,                0.87783,                0.94451,                0.77422,                0.80965,                 0.5246,                0.96579,              0.0007922,              0.0007922,              0.0007922
                    247,                 0.6332,                0.35744,                0.89594,                0.94405,                0.89085,                0.94281,                0.78022,                0.79773,                0.51533,                0.96548,             0.00078725,             0.00078725,             0.00078725
                    248,                0.65851,                0.36487,                 0.8974,                0.94802,                0.89085,                0.94492,                0.77596,                0.80923,                0.51802,                0.95858,              0.0007823,              0.0007823,              0.0007823
                    249,                0.64858,                0.35936,                0.89485,                0.96488,                0.87077,                0.94448,                0.77676,                0.80029,                0.51723,                0.96122,             0.00077735,             0.00077735,             0.00077735
                    250,                0.65425,                0.36122,                0.89658,                0.95934,                0.85563,                0.93833,                 0.7722,                0.81583,                0.53074,                0.97422,              0.0007724,              0.0007724,              0.0007724
                    251,                0.64744,                0.34953,                0.89966,                0.96071,                0.86099,                0.93937,                0.77786,                 0.7985,                0.51621,                0.96061,             0.00076745,             0.00076745,             0.00076745
                    252,                0.64976,                0.36064,                0.89879,                0.92953,                0.90141,                0.94129,                0.77932,                0.80493,                0.51212,                0.96375,              0.0007625,              0.0007625,              0.0007625
                    253,                  0.661,                0.36446,                0.89423,                0.94952,                0.88732,                0.94466,                0.78737,                 0.7806,                0.50496,                0.96744,             0.00075755,             0.00075755,             0.00075755
                    254,                0.63789,                0.34804,                0.89293,                 0.9486,                0.88028,                0.94237,                0.79138,                0.78623,                0.50131,                0.96464,              0.0007526,              0.0007526,              0.0007526
                    255,                 0.6517,                0.35536,                0.88844,                 0.9173,                0.89831,                0.93904,                0.78267,                0.79576,                 0.5085,                0.97354,             0.00074765,             0.00074765,             0.00074765
                    256,                0.63995,                0.35834,                0.89268,                0.97054,                0.85563,                0.94247,                0.78082,                0.80097,                 0.5149,                0.96967,              0.0007427,              0.0007427,              0.0007427
                    257,                0.65675,                0.36449,                0.89084,                0.95431,                0.85915,                0.93682,                 0.7813,                0.79799,                0.53612,                0.97347,             0.00073775,             0.00073775,             0.00073775
                    258,                0.64338,                0.35663,                0.88901,                0.98247,                0.83451,                0.93651,                0.78077,                  0.791,                0.52116,                0.95782,              0.0007328,              0.0007328,              0.0007328
                    259,                0.62525,                0.34704,                0.89436,                0.96272,                0.85915,                0.93957,                0.77673,                0.80481,                0.54681,                0.97087,             0.00072785,             0.00072785,             0.00072785
                    260,                0.63956,                0.35846,                0.89198,                0.96819,                 0.8662,                0.94419,                0.78732,                0.79132,                0.50683,                0.96486,              0.0007229,              0.0007229,              0.0007229
                    261,                0.63987,                0.35351,                0.88281,                0.97204,                0.85677,                0.94443,                0.78383,                0.79092,                0.50681,                0.96883,             0.00071795,             0.00071795,             0.00071795
                    262,                0.63043,                0.34705,                0.89111,                0.97751,                0.84859,                0.93845,                0.78276,                0.77528,                0.50439,                0.95318,               0.000713,               0.000713,               0.000713
                    263,                0.65255,                0.36374,                0.89841,                0.94696,                0.88014,                0.94366,                0.78643,                0.78858,                0.51484,                0.96071,             0.00070805,             0.00070805,             0.00070805
                    264,                0.64474,                 0.3552,                0.89142,                0.99069,                0.84507,                0.94694,                0.78573,                0.79404,                0.51973,                0.95453,              0.0007031,              0.0007031,              0.0007031
                    265,                0.63844,                0.34811,                0.89366,                0.95749,                0.87249,                0.94755,                0.78488,                0.78207,                0.51032,                0.95954,             0.00069815,             0.00069815,             0.00069815
                    266,                 0.6416,                0.35407,                 0.8898,                0.99585,                0.84518,                0.94619,                0.78027,                0.78763,                0.49131,                0.96613,              0.0006932,              0.0006932,              0.0006932
                    267,                0.63014,                0.35308,                0.89007,                0.96822,                0.85811,                0.94376,                0.77995,                0.79066,                 0.5128,                0.96369,             0.00068825,             0.00068825,             0.00068825
                    268,                0.63123,                0.35141,                0.89155,                0.95007,                0.87102,                 0.9459,                0.78256,                0.79434,                0.50944,                0.97136,              0.0006833,              0.0006833,              0.0006833
                    269,                0.64911,                0.35021,                0.89685,                  0.976,                0.85899,                0.94369,                0.78218,                0.80764,                 0.5124,                 0.9785,             0.00067835,             0.00067835,             0.00067835
                    270,                0.63508,                0.34892,                 0.8921,                0.98209,                0.85563,                0.94294,                0.77662,                0.81015,                 0.5187,                0.96654,              0.0006734,              0.0006734,              0.0006734
                    271,                0.63019,                0.34339,                0.88836,                0.97083,                0.85915,                0.94065,                0.78205,                0.79193,                 0.5243,                0.96309,             0.00066845,             0.00066845,             0.00066845
                    272,                0.62431,                0.35019,                0.89279,                0.96153,                0.88002,                0.93927,                 0.7866,                0.79656,                0.53888,                0.96669,              0.0006635,              0.0006635,              0.0006635
